SID;NAME;type_tempete;Pays;LAT;LON;intensite;ISO_TIME;population_touchee;accessibilite;Unnamed: 10;Unnamed: 11;source;pays_concerne
1970022S11064;HERMINE;cyclone;;-25.5;56.4;5.0;26/01/1970;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Maurice
1970026S24055;HERMINE;cyclone;;-26.5;55.4;7.0;26/01/1970;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Maurice
1970027S12130;GLYNIS;cyclone;;-19.2;115.5;5.0;01/02/1970;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Australie
1970040S13101;JUDY;cyclone;;-20.9;88.0;7.0;19/02/1970;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1970040S16083;JANE;cyclone;;-31.8;57.3;7.0;01/03/1970;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1970041S16123;INGRID;cyclone;;-25.0;113.7;5.0;16/02/1970;5000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Australie
1970042S14155;FLORENCE;cyclone;;-15.6;159.9;7.0;12/02/1970;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Îles Salomon
1970043S15163;DOLLY;cyclone;;-25.2;204.5;7.0;23/02/1970;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Nouvelle-Calédonie
1970050N07151;NANCY;typhon;;22.2;127.9;7.0;27/02/1970;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1970058S15200;EMMA;cyclone;;-23.4;-150.4;5.0;03/03/1970;5000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Polynésie française
1970079S11071;LOUISE;cyclone;;-27.3;62.3;5.0;31/03/1970;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1970091S31067;LOUISE;cyclone;;-31.0;67.0;7.0;31/03/1970;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1970098S16182;GILLIAN;cyclone;;-22.8;-170.3;7.0;10/04/1970;5000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Fidji
1970151N11261;ADELE;typhon;;10.9;-113.8;7.0;03/06/1970;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Philippines
1970178N07153;OLGA;typhon;;30.1;131.3;7.0;04/07/1970;50000.0;0.6;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1970190N12140;RUBY;typhon;;8.0;131.3;7.0;11/07/1970;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Philippines
1970200N19277;BECKY;ouragan;;33.4;-85.6;5.0;23/07/1970;50000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1970200N19277;États-Unis
1970200N24161;SALLY;typhon;;39.1;164.0;7.0;23/07/1970;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1970211N27183;THERESE;typhon;;33.8;165.9;7.0;02/08/1970;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1970211N27183;Japon
1970215N21137;VIOLET;typhon;;22.2;112.1;7.0;09/08/1970;500000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Chine
1970219N18140;WILDA;typhon;;34.3;131.1;7.0;14/08/1970;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1970225N12149;ANITA;typhon;;37.5;133.4;7.0;21/08/1970;50000.0;0.6;;False;Japan Meteorological Agency (JMA) - Archives historiques - https://www.jma.go.jp/jma/indexe.html;Japon
1970233N15138;BILLIE;typhon;;39.1;126.0;7.0;31/08/1970;500000.0;0.7;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Corée du Nord
1970244N25186;DOT;typhon;;37.1;182.8;7.0;03/09/1970;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1970244N25186;Japon
1970245N19131;FRAN;typhon;;25.7;128.6;7.0;05/09/1970;500000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=19-1970;Japon
1970246N14142;ELLEN;typhon;;13.6;142.3;7.0;02/09/1970;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1970246N14142;Guam
1970252N16277;ELLA;ouragan;;22.0;-89.0;5.0;10/09/1970;50000.0;0.6;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Mexique
1970259S10059;ANDREE;cyclone;;-10.0;54.2;7.0;17/09/1970;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Madagascar
1970274S08076;BETSY;cyclone;;-5.7;73.2;7.0;01/10/1970;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Maldives
1970296N07134;LOUISE;typhon;;11.3;104.6;7.0;29/10/1970;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Cambodge
1970318N13157;PATSY;typhon;;13.0;157.0;7.0;13/11/1970;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Philippines
1970330S09138;BEVERLEY:EVA;cyclone;;-11.3;128.6;5.0;01/12/1970;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Australie
1970345S09089;DOMINIQUE:HILARY;cyclone;;-15.3;66.6;7.0;22/12/1970;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Maurice
1970351S17176;PRISCILLA;cyclone;;-21.5;179.8;5.0;18/12/1970;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Fidji
1970364S15165;ROSIE;cyclone;;-24.6;165.7;7.0;02/01/1971;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1970364S15165;Nouvelle-Calédonie
1971008N08143;SARAH;typhon;;16.9;144.1;7.0;12/01/1971;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Îles Mariannes du Nord (États-Unis)
1971020S11094;POLLY;cyclone;;-17.7;84.7;7.0;24/01/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Madagascar
1971044S17083;TILLY;cyclone;;-17.9;83.7;5.0;13/02/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Inde
1971046S17158;IDA;cyclone;;-25.4;168.9;7.0;21/02/1971;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=19-1971;Nouvelle-Calédonie
1971047S15090;KALINKA;cyclone;;-16.1;84.9;7.0;17/02/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1971048S16141;FIONA;cyclone;;-21.8;161.8;7.0;28/02/1971;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Nouvelle-Calédonie
1971050S13093;LISE:YVONNE;cyclone;;-15.2;89.7;7.0;21/02/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Australie
1971066S10091;MAGGIE:MURIEL;cyclone;;-33.0;77.5;5.0;17/03/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;La Réunion (France)
1971072S13155;LENA;cyclone;;-24.3;166.6;5.0;20/03/1971;5000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Nouvelle-Calédonie
1971074N06134;THELMA;typhon;;10.4;130.2;7.0;19/03/1971;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Philippines
1971082S17121;MAVIS;cyclone;;-22.9;106.5;7.0;27/03/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Australie
1971098N08142;VERA;typhon;;26.5;135.7;8.0;18/04/1971;500000.0;0.4;;False;Japan Meteorological Agency (JMA) - Archives historiques - https://www.data.jma.go.jp/obd/stats/data/bosai/report/1971/19710418/19710418.html;Japon
1971118N05155;AMY;typhon;;26.1;147.6;7.0;06/05/1971;50000.0;0.3;;False;Japan Meteorological Agency (JMA) - Archives historiques - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1971122N14120;BABE;typhon;;21.6;126.8;7.0;06/05/1971;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Taïwan
1971137N10129;CARLA;typhon;;25.9;128.4;7.0;22/05/1971;500000.0;0.6;;False;Japan Meteorological Agency (JMA) - Archives historiques - https://www.jma.go.jp/jma/indexe.html;Japon
1971141N07156;DINAH;typhon;;8.7;143.0;7.0;23/05/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Philippines
1971166N12270;BRIDGET;ouragan;;12.0;-90.7;5.0;14/06/1971;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Mexique
1971173N09136;GILDA;typhon;;14.9;118.6;7.0;26/06/1971;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Philippines
1971185N23137;IVY;typhon;;24.8;134.4;7.0;05/07/1971;50000.0;0.4;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1971186N34285;ARLENE;ouragan;;40.1;-67.2;5.0;06/07/1971;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;États-Unis
1971188N12254;ELEANOR;ouragan;;13.1;-117.2;7.0;09/07/1971;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1971188N12254;Mexique
1971189N12130;KIM;typhon;;19.0;103.2;7.0;13/07/1971;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Laos
1971190S06074;ODETTE;cyclone;;-14.7;69.3;5.0;15/07/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1971192N07153;LUCY;typhon;;22.9;111.1;7.0;22/07/1971;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Chine
1971195N24183;MARY;typhon;;39.1;162.1;7.0;20/07/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Japon
1971205N10153;OLIVE;typhon;;39.2;131.7;7.0;06/08/1971;50000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Corée du Nord
1971212N12262;ILSA;ouragan;;12.9;-102.7;7.0;01/08/1971;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Mexique
1971216N11143;POLLY;typhon;;11.1;143.5;7.0;03/08/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Philippines
1971218N08161;ROSE;typhon;;9.7;152.9;5.0;07/08/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Micronésie (États fédérés de Micronésie)
1971222N23155;SHIRLEY;typhon;;34.5;146.9;7.0;16/08/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Japon
1971231N13308;CHLOE;ouragan;;13.0;-52.5;7.0;18/08/1971;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Barbade
1971231N24151;TRIX;typhon;;34.8;139.0;7.0;31/08/1971;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - Archives historiques - https://www.data.jma.go.jp/obd/stats/data/bosai/report/1971/19710831/19710831.html;Japon
1971233N12313;DORIA;ouragan;;33.8;-77.0;5.0;27/08/1971;50000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;États-Unis
1971242N09135;VIRGINIA;typhon;;9.2;135.0;7.0;30/08/1971;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Philippines
1971246N22172;WENDY;typhon;;22.3;171.9;7.0;03/09/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Îles Marshall
1971249N11302;EDITH;ouragan;;31.2;-90.7;7.0;16/09/1971;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;États-Unis
1971249N26289;GINGER;ouragan;;33.7;-51.5;5.0;14/09/1971;0.0;0.1;;False;National Hurricane Center (HURDAT2) - https://www.nhc.noaa.gov/data/;Aucun (en mer)
1971254N27288;HEIDI;ouragan;;37.1;-69.9;5.0;14/09/1971;50000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1971254N27288;États-Unis
1971258N20158;BESS;typhon;;27.5;118.4;7.0;23/09/1971;500000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Chine
1971264N12321;JANICE;ouragan;;11.5;-38.8;7.0;21/09/1971;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Cap-Vert
1971266N16145;CARMEN;typhon;;24.2;132.6;7.0;25/09/1971;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Japon
1971267N12130;DELLA;typhon;;18.0;100.1;7.0;01/10/1971;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Thaïlande
1971275N10176;FAYE:GLORIA;typhon;;10.4;175.7;7.0;02/10/1971;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Îles Marshall
1971291N25302;KRISTY;ouragan;;31.8;-55.6;5.0;19/10/1971;5000.0;0.2;;False;National Hurricane Center (HURDAT2) - https://www.nhc.noaa.gov/data/;Bermudes
1971311N06141;IRMA;typhon;;27.0;130.7;7.0;14/11/1971;50000.0;0.6;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html;Japon
1971350S14194;VIVIENNE;cyclone;;-15.9;-160.9;5.0;17/12/1971;5000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Îles Cook (Polynésie)
1971354S11159;ALTHEA;cyclone;;-25.7;149.7;7.0;27/12/1971;50000.0;0.4;;False;Bureau of Meteorology (Australie) - https://www.bom.gov.au/cyclone/history/althea.shtml;Australie
1972001S15070;BELLE;cyclone;;-19.1;60.8;7.0;05/01/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1972005S10152;CARLOTTA;cyclone;;-29.8;174.2;5.0;21/01/1972;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Nouvelle-Zélande
1972041S12088;FABIENNE;cyclone;;-12.1;88.0;7.0;10/02/1972;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Australie
1972051S12115;GIGI:TESSIE;cyclone;;-16.8;102.1;5.0;22/02/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Madagascar
1972056S21089;GIGI:TESSIE;cyclone;;-20.5;88.2;7.0;25/02/1972;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1972077S15178;YOLANDE;cyclone;;-18.1;174.1;7.0;18/03/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Fidji
1972088S11158;EMILY;cyclone;;-26.1;151.8;7.0;02/04/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Australie
1972148N07168;LOLA;cyclone;;36.7;172.4;7.0;07/06/1972;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1972148N07168;Nouvelle-Zélande
1972151S05156;IDA;cyclone;;-13.5;161.6;7.0;01/06/1972;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Îles Salomon
1972153N14117;MAMIE;typhon;;18.2;109.2;7.0;04/06/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Chine
1972167N20271;AGNES;ouragan;;39.2;-73.1;7.0;22/06/1972;500000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;États-Unis
1972174N11137;ORA;typhon;;16.3;117.7;7.0;25/06/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Philippines
1972187N08161;PHYLLIS;cyclone;;20.6;149.7;5.0;12/07/1972;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Îles Mariannes du Nord (États-Unis)
1972187N09150;RITA;typhon;;32.0;126.1;7.0;25/07/1972;500000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Japon
1972189N11171;TESS;typhon;;34.9;130.8;7.0;23/07/1972;500000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Japon
1972202N11165;VIOLA;typhon;;25.5;164.7;7.0;25/07/1972;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=19-1972;Japon
1972210N07162;ALICE;typhon;;43.2;158.4;7.0;09/08/1972;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=19-1972;Japon
1972233N11256;FERNANDA;ouragan;;18.6;-130.8;5.0;25/08/1972;5000.0;0.3;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/;Mexique
1972236N37296;BETTY;ouragan;;39.4;-45.6;5.0;27/08/1972;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Açores (Portugal)
1972241N11266;HYACINTH;ouragan;;11.7;-101.2;7.0;29/08/1972;50000.0;0.3;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;Mexique
1972242N41163;DORIS;typhon;;40.6;163.1;7.0;29/08/1972;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1972242N41163;Japon
1972243N29282;CARRIE;ouragan;;43.8;-68.0;7.0;04/09/1972;50000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;États-Unis
1972244N12123;ELSIE;typhon;;12.0;123.0;7.0;30/08/1972;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Philippines
1972249N24281;DAWN;ouragan;;30.2;-72.8;7.0;07/09/1972;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;États-Unis
1972251N12137;FLOSSIE;typhon;;13.9;126.9;7.0;09/09/1972;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=19-1972;Philippines
1972254N14145;HELEN;typhon;;27.1;132.5;7.0;15/09/1972;50000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Japon
1972260N16152;IDA;typhon;;30.4;142.0;7.0;23/09/1972;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=19-1972;Japon
1972264N38301;CHARLIE;ouragan;;40.3;-56.1;7.0;20/09/1972;50000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;Canada
1972271N15125;LORNA;typhon;;15.0;125.0;7.0;27/09/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Philippines
1972272N12167;KATHY;cyclone;;20.2;149.3;7.0;02/10/1972;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1972272N12167;Australie
1972278N14171;MARIE;typhon;;27.5;144.6;7.0;11/10/1972;50000.0;0.3;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1972289N14173;NANCY;ouragan;;23.7;156.6;7.0;24/10/1972;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-041123.txt;États-Unis (Hawaï)
1972293S08182;BEBE;cyclone;;-28.3;187.4;7.0;27/10/1972;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Fidji
1972295N07178;OLGA;typhon;;15.1;153.5;7.0;26/10/1972;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1972295N07178;Guam (États-Unis)
1972307N18144;PAMELA;typhon;;13.4;135.8;7.0;03/11/1972;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Philippines
1972314N26115;PAMELA;typhon;;25.6;114.8;7.0;09/11/1972;500000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Chine
1972341S06166;DIANA;cyclone;;-30.7;167.1;7.0;17/12/1972;5000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Nouvelle-Calédonie (France)
1972347N06171;VIOLET;typhon;;6.3;161.5;7.0;19/12/1972;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Micronésie (États fédérés de Micronésie)
1973011S21037;DOROTHEE;cyclone;;-28.1;56.9;5.0;16/01/1973;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Maurice
1973021S12086;GERTRUDE:LEILA;cyclone;;-30.4;66.6;5.0;02/02/1973;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Maurice
1973052S13151;KIRSTY;cyclone;;-24.6;155.3;5.0;27/02/1973;5000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Australie
1973057S31062;JESSY;cyclone;;-38.8;77.0;5.0;01/03/1973;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;La Réunion (France)
1973058S11138;LEAH;cyclone;;-14.1;120.1;7.0;03/03/1973;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Australie
1973060S08161;MADGE;cyclone;;-12.5;149.7;7.0;03/03/1973;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Australie
1973060S11171;HENRIETTA;cyclone;;-14.0;175.9;7.0;01/03/1973;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Fidji
1973060S14132;LEAH;cyclone;;-13.9;132.3;5.0;01/03/1973;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Australie
1973068S22096;LEAH;cyclone;;-21.6;93.6;7.0;09/03/1973;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncei.noaa.gov/products/international-best-track-archive;Australie
